Requirement ID,Effective location,Group location,Ledger location,Links checked,Invalid links
KBDL-CUS-007,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,customization.md#1-purpose-and-scope; customization.md#5-customization-authority-model; customization.md#6-locked-controlled-open-proposed-and-exception-classifications; customization.md#12-approval-and-escalation-paths; customization.md#24-content-and-open-brand-expression; customization.md#26-reusable-versus-project-local-customization; customization.md#27-conflict-handling-and-exceptions; customization.md#7-manual-customization-workflow; customization.md#8-customization-request-intake; customization.md#11-customization-record; customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback,None
KBDL-CUS-008,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,customization.md#1-purpose-and-scope; customization.md#5-customization-authority-model; customization.md#6-locked-controlled-open-proposed-and-exception-classifications; customization.md#12-approval-and-escalation-paths; customization.md#24-content-and-open-brand-expression; customization.md#26-reusable-versus-project-local-customization; customization.md#27-conflict-handling-and-exceptions; customization.md#7-manual-customization-workflow; customization.md#8-customization-request-intake; customization.md#11-customization-record; customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback,None
KBDL-CUS-009,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,customization.md#1-purpose-and-scope; customization.md#5-customization-authority-model; customization.md#6-locked-controlled-open-proposed-and-exception-classifications; customization.md#12-approval-and-escalation-paths; customization.md#24-content-and-open-brand-expression; customization.md#26-reusable-versus-project-local-customization; customization.md#27-conflict-handling-and-exceptions; customization.md#7-manual-customization-workflow; customization.md#8-customization-request-intake; customization.md#11-customization-record; customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback,None
KBDL-CUS-010,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,customization.md#1-purpose-and-scope; customization.md#5-customization-authority-model; customization.md#6-locked-controlled-open-proposed-and-exception-classifications; customization.md#12-approval-and-escalation-paths; customization.md#24-content-and-open-brand-expression; customization.md#26-reusable-versus-project-local-customization; customization.md#27-conflict-handling-and-exceptions; customization.md#7-manual-customization-workflow; customization.md#8-customization-request-intake; customization.md#11-customization-record; customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback,None
KBDL-CUS-011,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,customization.md#1-purpose-and-scope; customization.md#5-customization-authority-model; customization.md#6-locked-controlled-open-proposed-and-exception-classifications; customization.md#12-approval-and-escalation-paths; customization.md#24-content-and-open-brand-expression; customization.md#26-reusable-versus-project-local-customization; customization.md#27-conflict-handling-and-exceptions; customization.md#7-manual-customization-workflow; customization.md#8-customization-request-intake; customization.md#11-customization-record; customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback,None
KBDL-CUS-012,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,customization.md#1-purpose-and-scope; customization.md#5-customization-authority-model; customization.md#6-locked-controlled-open-proposed-and-exception-classifications; customization.md#12-approval-and-escalation-paths; customization.md#24-content-and-open-brand-expression; customization.md#26-reusable-versus-project-local-customization; customization.md#27-conflict-handling-and-exceptions; customization.md#7-manual-customization-workflow; customization.md#8-customization-request-intake; customization.md#11-customization-record; customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback,None
KBDL-CUS-013,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-014,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-015,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-016,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-017,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-018,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-019,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-020,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-021,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-022,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,customization.md#16-foundations-customization; customization.md#17-theme-customization; customization.md#18-motion-customization; customization.md#19-responsive-customization; customization.md#20-accessibility-customization-boundary; customization.md#21-core-component-customization; customization.md#22-system-component-customization; customization.md#23-project-profile-customization; customization.md#25-security-privacy-correctness-and-data-integrity; customization.md#13-implementation-handoff-boundary,None
KBDL-CUS-023,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-024,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-025,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-026,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-027,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-028,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-029,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",customization.md#11-customization-record; customization.md#12-approval-and-escalation-paths; customization.md#14-validation-and-evidence-planning; customization.md#15-review-expiry-change-and-rollback; customization.md#26-reusable-versus-project-local-customization; customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,None
KBDL-CUS-030,customization.md §41,customization.md §41,customization.md §41,customization.md#41-deferred-and-unresolved-items,None
KBDL-FND-001,foundations/color.md §1–§2,foundations/color.md §1–§2,foundations/color.md §1–§2,foundations/color.md#1-architectural-principles-approved,None
KBDL-FND-002,foundations/color.md §1–§2,foundations/color.md §1–§2,foundations/color.md §1–§2,foundations/color.md#1-architectural-principles-approved,None
KBDL-FND-003,"foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3",foundations/spacing-layout.md#1-spacing-and-sizing-logic,None
KBDL-FND-004,"foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3",foundations/spacing-layout.md#1-spacing-and-sizing-logic,None
KBDL-FND-005,"foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1",foundations/shape-depth.md#3-elevation-and-depth; foundations/iconography-media.md#1-iconography,None
KBDL-FND-006,"foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1",foundations/shape-depth.md#3-elevation-and-depth; foundations/iconography-media.md#1-iconography,None
KBDL-FND-007,"foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1",foundations/shape-depth.md#3-elevation-and-depth; foundations/iconography-media.md#1-iconography,None
KBDL-FND-008,foundations/README.md §4,foundations/README.md §4,foundations/README.md §4,foundations/README.md#4-project-profile-adjustments--foundation-summary,None
KBDL-FND-009,foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,foundations/README.md#6-foundation-decision-packet,None
KBDL-FND-010,foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,foundations/README.md#6-foundation-decision-packet,None
KBDL-FND-011,foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,foundations/README.md#6-foundation-decision-packet,None
KBDL-FND-012,foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,foundations/README.md#6-foundation-decision-packet,None
KBDL-GOV-001,governance.md § KBDL-GOV-001,governance.md § KBDL-GOV-001,governance.md § KBDL-GOV-001,governance.md#kbdl-gov-001--specification-architecture-is-established,None
KBDL-GOV-002,governance.md § KBDL-GOV-002,governance.md § KBDL-GOV-002,governance.md § KBDL-GOV-002,governance.md#kbdl-gov-002--accessibility-requirements-are-protected,None
KBDL-GOV-003,governance.md § KBDL-GOV-003,governance.md § KBDL-GOV-003,governance.md § KBDL-GOV-003,governance.md#kbdl-gov-003--documentation-governance-process,None
KBDL-MOT-001,"motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1",motion/README.md#2-motion-terminology; motion/foundations.md#1-motion-purposes,None
KBDL-MOT-002,"motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1",motion/README.md#2-motion-terminology; motion/foundations.md#1-motion-purposes,None
KBDL-MOT-003,"motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1",motion/README.md#2-motion-terminology; motion/foundations.md#1-motion-purposes,None
KBDL-MOT-004,"motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4",motion/foundations.md#2-motion-categories,None
KBDL-MOT-005,"motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4",motion/foundations.md#2-motion-categories,None
KBDL-MOT-006,"motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4",motion/foundations.md#2-motion-categories,None
KBDL-MOT-007,"motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3",motion/timing-easing.md#1-timing-architecture,None
KBDL-MOT-008,"motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3",motion/timing-easing.md#1-timing-architecture,None
KBDL-MOT-009,"motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3",motion/timing-easing.md#1-timing-architecture,None
KBDL-MOT-010,"motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7",motion/foundations.md#6-spatial-movement,None
KBDL-MOT-011,"motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7",motion/foundations.md#6-spatial-movement,None
KBDL-MOT-012,"motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7",motion/foundations.md#6-spatial-movement,None
KBDL-MOT-013,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-014,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-015,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-016,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-017,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-018,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-019,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md#1-navigation-and-spatial-continuity,None
KBDL-MOT-020,motion/patterns.md §8,motion/patterns.md §8,motion/patterns.md §8,motion/patterns.md#8-theme-transition-motion,None
KBDL-MOT-021,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-022,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-023,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-024,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-025,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-026,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-027,"motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10","motion/patterns.md §9, motion/accessibility-performance.md §1–§4, motion/README.md §10",motion/patterns.md#9-interruption-reversal-and-recovery; motion/accessibility-performance.md#1-reduced-motion-and-no-motion-parity; motion/README.md#10-motion-decision-packet,None
KBDL-MOT-028,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
